"We can't find the role for the user you wanted.","No podemos encontrar e rol para el usuario que solicitó."
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Algo anduvo mal miientras se compilaba una lista de recursos permitidos. Puede averiguar más sobre este error en el registro de excepciones."
